"denominazione_regione","Capienza","data"
"Campania",586,2020-10-05
"Emilia-Romagna",629,2020-10-05
"Friuli Venezia Giulia",127,2020-10-05
"Lazio",675,2020-10-05
"Liguria",186,2020-10-05
"Lombardia",1408,2020-10-05
"Marche",193,2020-10-05
"Molise",31,2020-10-05
"Piemonte",560,2020-10-05
"Puglia",289,2020-10-05
"Sardegna",123,2020-10-05
"Sicilia",392,2020-10-05
"Toscana",464,2020-10-05
"Trentino-Alto Adige",157,2020-10-05
"Umbria",70,2020-10-05
"Valle d'Aosta",45,2020-10-05
"Veneto",938,2020-10-05
"Abruzzo",115,2020-10-06
"Basilicata",49,2020-10-06
"Calabria",107,2020-10-06
"Campania",586,2020-10-06
"Emilia-Romagna",629,2020-10-06
"Friuli Venezia Giulia",127,2020-10-06
"Lazio",675,2020-10-06
"Liguria",186,2020-10-06
"Lombardia",1408,2020-10-06
"Marche",193,2020-10-06
"Molise",31,2020-10-06
"Piemonte",560,2020-10-06
"Puglia",289,2020-10-06
"Sardegna",123,2020-10-06
"Sicilia",392,2020-10-06
"Toscana",464,2020-10-06
"Trentino-Alto Adige",157,2020-10-06
"Umbria",70,2020-10-06
"Valle d'Aosta",45,2020-10-06
"Veneto",938,2020-10-06
"Abruzzo",115,2020-10-07
"Basilicata",49,2020-10-07
"Calabria",107,2020-10-07
"Campania",586,2020-10-07
"Emilia-Romagna",629,2020-10-07
"Friuli Venezia Giulia",127,2020-10-07
"Lazio",675,2020-10-07
"Liguria",186,2020-10-07
"Lombardia",1408,2020-10-07
"Marche",193,2020-10-07
"Molise",31,2020-10-07
"Piemonte",560,2020-10-07
"Puglia",289,2020-10-07
"Sardegna",123,2020-10-07
"Sicilia",392,2020-10-07
"Toscana",464,2020-10-07
"Trentino-Alto Adige",157,2020-10-07
"Umbria",70,2020-10-07
"Valle d'Aosta",45,2020-10-07
"Veneto",938,2020-10-07
"Abruzzo",115,2020-10-08
"Basilicata",49,2020-10-08
"Calabria",107,2020-10-08
"Campania",586,2020-10-08
"Emilia-Romagna",629,2020-10-08
"Friuli Venezia Giulia",127,2020-10-08
"Lazio",675,2020-10-08
"Liguria",186,2020-10-08
"Lombardia",1408,2020-10-08
"Marche",193,2020-10-08
"Molise",31,2020-10-08
"Piemonte",560,2020-10-08
"Puglia",289,2020-10-08
"Sardegna",123,2020-10-08
"Sicilia",392,2020-10-08
"Toscana",464,2020-10-08
"Trentino-Alto Adige",157,2020-10-08
"Umbria",70,2020-10-08
"Valle d'Aosta",45,2020-10-08
"Veneto",938,2020-10-08
"Abruzzo",115,2020-10-09
"Basilicata",49,2020-10-09
"Calabria",107,2020-10-09
"Campania",586,2020-10-09
"Emilia-Romagna",629,2020-10-09
"Friuli Venezia Giulia",127,2020-10-09
"Lazio",675,2020-10-09
"Liguria",186,2020-10-09
"Lombardia",1408,2020-10-09
"Marche",193,2020-10-09
"Molise",31,2020-10-09
"Piemonte",560,2020-10-09
"Puglia",289,2020-10-09
"Sardegna",123,2020-10-09
"Sicilia",392,2020-10-09
"Toscana",464,2020-10-09
"Trentino-Alto Adige",157,2020-10-09
"Umbria",70,2020-10-09
"Valle d'Aosta",45,2020-10-09
"Veneto",938,2020-10-09
"Abruzzo",115,2020-10-10
"Basilicata",49,2020-10-10
"Calabria",107,2020-10-10
"Campania",586,2020-10-10
"Emilia-Romagna",629,2020-10-10
"Friuli Venezia Giulia",127,2020-10-10
"Lazio",675,2020-10-10
"Liguria",186,2020-10-10
"Lombardia",1408,2020-10-10
"Marche",193,2020-10-10
"Molise",31,2020-10-10
"Piemonte",560,2020-10-10
"Puglia",289,2020-10-10
"Sardegna",123,2020-10-10
"Sicilia",392,2020-10-10
"Toscana",464,2020-10-10
"Trentino-Alto Adige",157,2020-10-10
"Umbria",70,2020-10-10
"Valle d'Aosta",45,2020-10-10
"Veneto",938,2020-10-10
"Abruzzo",115,2020-10-11
"Basilicata",49,2020-10-11
"Calabria",107,2020-10-11
"Campania",586,2020-10-11
"Emilia-Romagna",629,2020-10-11
"Friuli Venezia Giulia",127,2020-10-11
"Lazio",675,2020-10-11
"Liguria",186,2020-10-11
"Lombardia",1408,2020-10-11
"Marche",193,2020-10-11
"Molise",31,2020-10-11
"Piemonte",560,2020-10-11
"Puglia",289,2020-10-11
"Sardegna",123,2020-10-11
"Sicilia",392,2020-10-11
"Toscana",464,2020-10-11
"Trentino-Alto Adige",157,2020-10-11
"Umbria",70,2020-10-11
"Valle d'Aosta",45,2020-10-11
"Veneto",938,2020-10-11
"Abruzzo",115,2020-10-12
"Basilicata",49,2020-10-12
"Calabria",107,2020-10-12
"Campania",586,2020-10-12
"Emilia-Romagna",629,2020-10-12
"Friuli Venezia Giulia",127,2020-10-12
"Lazio",675,2020-10-12
"Liguria",186,2020-10-12
"Lombardia",1408,2020-10-12
"Marche",193,2020-10-12
"Molise",31,2020-10-12
"Piemonte",560,2020-10-12
"Puglia",289,2020-10-12
"Sardegna",123,2020-10-12
"Sicilia",392,2020-10-12
"Toscana",464,2020-10-12
"Trentino-Alto Adige",157,2020-10-12
"Umbria",70,2020-10-12
"Valle d'Aosta",45,2020-10-12
"Veneto",938,2020-10-12
"Abruzzo",133,2020-10-13
"Basilicata",73,2020-10-13
"Calabria",152,2020-10-13
"Campania",427,2020-10-13
"Emilia-Romagna",516,2020-10-13
"Friuli Venezia Giulia",175,2020-10-13
"Lazio",747,2020-10-13
"Liguria",209,2020-10-13
"Lombardia",983,2020-10-13
"Marche",127,2020-10-13
"Molise",34,2020-10-13
"Piemonte",367,2020-10-13
"Puglia",366,2020-10-13
"Sardegna",175,2020-10-13
"Sicilia",538,2020-10-13
"Toscana",415,2020-10-13
"Trentino-Alto Adige",106,2020-10-13
"Umbria",70,2020-10-13
"Valle d'Aosta",20,2020-10-13
"Veneto",825,2020-10-13
"Abruzzo",133,2020-10-14
"Basilicata",73,2020-10-14
"Calabria",152,2020-10-14
"Campania",427,2020-10-14
"Emilia-Romagna",516,2020-10-14
"Friuli Venezia Giulia",175,2020-10-14
"Lazio",747,2020-10-14
"Liguria",209,2020-10-14
"Lombardia",983,2020-10-14
"Marche",127,2020-10-14
"Molise",34,2020-10-14
"Piemonte",367,2020-10-14
"Puglia",366,2020-10-14
"Sardegna",175,2020-10-14
"Sicilia",538,2020-10-14
"Toscana",415,2020-10-14
"Trentino-Alto Adige",106,2020-10-14
"Umbria",70,2020-10-14
"Valle d'Aosta",20,2020-10-14
"Veneto",825,2020-10-14
"Abruzzo",133,2020-10-15
"Basilicata",73,2020-10-15
"Calabria",152,2020-10-15
"Campania",427,2020-10-15
"Emilia-Romagna",516,2020-10-15
"Friuli Venezia Giulia",175,2020-10-15
"Lazio",747,2020-10-15
"Liguria",209,2020-10-15
"Lombardia",983,2020-10-15
"Marche",127,2020-10-15
"Molise",34,2020-10-15
"Piemonte",367,2020-10-15
"Puglia",366,2020-10-15
"Sardegna",175,2020-10-15
"Sicilia",538,2020-10-15
"Toscana",415,2020-10-15
"Trentino-Alto Adige",106,2020-10-15
"Umbria",70,2020-10-15
"Valle d'Aosta",20,2020-10-15
"Veneto",825,2020-10-15
"Abruzzo",133,2020-10-16
"Basilicata",73,2020-10-16
"Calabria",152,2020-10-16
"Campania",427,2020-10-16
"Emilia-Romagna",516,2020-10-16
"Friuli Venezia Giulia",175,2020-10-16
"Lazio",747,2020-10-16
"Liguria",209,2020-10-16
"Lombardia",983,2020-10-16
"Marche",127,2020-10-16
"Molise",34,2020-10-16
"Piemonte",367,2020-10-16
"Puglia",366,2020-10-16
"Sardegna",175,2020-10-16
"Sicilia",538,2020-10-16
"Toscana",415,2020-10-16
"Trentino-Alto Adige",106,2020-10-16
"Umbria",70,2020-10-16
"Valle d'Aosta",20,2020-10-16
"Veneto",825,2020-10-16
"Abruzzo",133,2020-10-17
"Basilicata",73,2020-10-17
"Calabria",152,2020-10-17
"Campania",427,2020-10-17
"Emilia-Romagna",516,2020-10-17
"Friuli Venezia Giulia",175,2020-10-17
"Lazio",747,2020-10-17
"Liguria",209,2020-10-17
"Lombardia",983,2020-10-17
"Marche",127,2020-10-17
"Molise",34,2020-10-17
"Piemonte",367,2020-10-17
"Puglia",366,2020-10-17
"Sardegna",175,2020-10-17
"Sicilia",538,2020-10-17
"Toscana",415,2020-10-17
"Trentino-Alto Adige",106,2020-10-17
"Umbria",70,2020-10-17
"Valle d'Aosta",20,2020-10-17
"Veneto",825,2020-10-17
"Abruzzo",133,2020-10-18
"Basilicata",73,2020-10-18
"Calabria",152,2020-10-18
"Campania",427,2020-10-18
"Emilia-Romagna",516,2020-10-18
"Friuli Venezia Giulia",175,2020-10-18
"Lazio",747,2020-10-18
"Liguria",209,2020-10-18
"Lombardia",983,2020-10-18
"Marche",127,2020-10-18
"Molise",34,2020-10-18
"Piemonte",367,2020-10-18
"Puglia",366,2020-10-18
"Sardegna",175,2020-10-18
"Sicilia",538,2020-10-18
"Toscana",415,2020-10-18
"Trentino-Alto Adige",106,2020-10-18
"Umbria",70,2020-10-18
"Valle d'Aosta",20,2020-10-18
"Veneto",825,2020-10-18
"Abruzzo",133,2020-10-19
"Basilicata",73,2020-10-19
"Calabria",152,2020-10-19
"Campania",427,2020-10-19
"Emilia-Romagna",516,2020-10-19
"Friuli Venezia Giulia",175,2020-10-19
"Lazio",747,2020-10-19
"Liguria",209,2020-10-19
"Lombardia",983,2020-10-19
"Marche",127,2020-10-19
"Molise",34,2020-10-19
"Piemonte",367,2020-10-19
"Puglia",366,2020-10-19
"Sardegna",175,2020-10-19
"Sicilia",538,2020-10-19
"Toscana",415,2020-10-19
"Trentino-Alto Adige",106,2020-10-19
"Umbria",70,2020-10-19
"Valle d'Aosta",20,2020-10-19
"Veneto",825,2020-10-19
"Abruzzo",133,2020-10-20
"Basilicata",73,2020-10-20
"Calabria",152,2020-10-20
"Campania",427,2020-10-20
"Emilia-Romagna",516,2020-10-20
"Friuli Venezia Giulia",175,2020-10-20
"Lazio",747,2020-10-20
"Liguria",209,2020-10-20
"Lombardia",983,2020-10-20
"Marche",127,2020-10-20
"Molise",34,2020-10-20
"Piemonte",367,2020-10-20
"Puglia",366,2020-10-20
"Sardegna",175,2020-10-20
"Sicilia",538,2020-10-20
"Toscana",415,2020-10-20
"Trentino-Alto Adige",106,2020-10-20
"Umbria",70,2020-10-20
"Valle d'Aosta",20,2020-10-20
"Veneto",825,2020-10-20
"Abruzzo",133,2020-10-21
"Basilicata",73,2020-10-21
"Calabria",152,2020-10-21
"Campania",427,2020-10-21
"Emilia-Romagna",516,2020-10-21
"Friuli Venezia Giulia",175,2020-10-21
"Lazio",747,2020-10-21
"Liguria",209,2020-10-21
"Lombardia",983,2020-10-21
"Marche",127,2020-10-21
"Molise",34,2020-10-21
"Piemonte",367,2020-10-21
"Puglia",366,2020-10-21
"Sardegna",175,2020-10-21
"Sicilia",538,2020-10-21
"Toscana",415,2020-10-21
"Trentino-Alto Adige",106,2020-10-21
"Umbria",70,2020-10-21
"Valle d'Aosta",20,2020-10-21
"Veneto",825,2020-10-21
"Abruzzo",133,2020-10-22
"Basilicata",73,2020-10-22
"Calabria",152,2020-10-22
"Campania",427,2020-10-22
"Emilia-Romagna",516,2020-10-22
"Friuli Venezia Giulia",175,2020-10-22
"Lazio",747,2020-10-22
"Liguria",209,2020-10-22
"Lombardia",983,2020-10-22
"Marche",127,2020-10-22
"Molise",34,2020-10-22
"Piemonte",367,2020-10-22
"Puglia",366,2020-10-22
"Sardegna",175,2020-10-22
"Sicilia",538,2020-10-22
"Toscana",415,2020-10-22
"Trentino-Alto Adige",106,2020-10-22
"Umbria",70,2020-10-22
"Valle d'Aosta",20,2020-10-22
"Veneto",825,2020-10-22
"Abruzzo",133,2020-10-23
"Basilicata",73,2020-10-23
"Calabria",152,2020-10-23
"Campania",427,2020-10-23
"Emilia-Romagna",516,2020-10-23
"Friuli Venezia Giulia",175,2020-10-23
"Lazio",747,2020-10-23
"Liguria",209,2020-10-23
"Lombardia",983,2020-10-23
"Marche",127,2020-10-23
"Molise",34,2020-10-23
"Piemonte",367,2020-10-23
"Puglia",366,2020-10-23
"Sardegna",175,2020-10-23
"Sicilia",538,2020-10-23
"Toscana",415,2020-10-23
"Trentino-Alto Adige",106,2020-10-23
"Umbria",70,2020-10-23
"Valle d'Aosta",20,2020-10-23
"Veneto",825,2020-10-23
"Abruzzo",133,2020-10-24
"Basilicata",73,2020-10-24
"Calabria",152,2020-10-24
"Campania",427,2020-10-24
"Emilia-Romagna",516,2020-10-24
"Friuli Venezia Giulia",175,2020-10-24
"Lazio",747,2020-10-24
"Liguria",209,2020-10-24
"Lombardia",983,2020-10-24
"Marche",127,2020-10-24
"Molise",34,2020-10-24
"Piemonte",367,2020-10-24
"Puglia",366,2020-10-24
"Sardegna",175,2020-10-24
"Sicilia",538,2020-10-24
"Toscana",415,2020-10-24
"Trentino-Alto Adige",106,2020-10-24
"Umbria",70,2020-10-24
"Valle d'Aosta",20,2020-10-24
"Veneto",825,2020-10-24
"Abruzzo",133,2020-10-25
"Basilicata",73,2020-10-25
"Calabria",152,2020-10-25
"Campania",427,2020-10-25
"Emilia-Romagna",516,2020-10-25
"Friuli Venezia Giulia",175,2020-10-25
"Lazio",747,2020-10-25
"Liguria",209,2020-10-25
"Lombardia",983,2020-10-25
"Marche",127,2020-10-25
"Molise",34,2020-10-25
"Piemonte",367,2020-10-25
"Puglia",366,2020-10-25
"Sardegna",175,2020-10-25
"Sicilia",538,2020-10-25
"Toscana",415,2020-10-25
"Trentino-Alto Adige",106,2020-10-25
"Umbria",70,2020-10-25
"Valle d'Aosta",20,2020-10-25
"Veneto",825,2020-10-25
"Abruzzo",133,2020-10-26
"Basilicata",73,2020-10-26
"Calabria",152,2020-10-26
"Campania",427,2020-10-26
"Emilia-Romagna",516,2020-10-26
"Friuli Venezia Giulia",175,2020-10-26
"Lazio",747,2020-10-26
"Liguria",209,2020-10-26
"Lombardia",983,2020-10-26
"Marche",127,2020-10-26
"Molise",34,2020-10-26
"Piemonte",367,2020-10-26
"Puglia",366,2020-10-26
"Sardegna",175,2020-10-26
"Sicilia",538,2020-10-26
"Toscana",415,2020-10-26
"Trentino-Alto Adige",106,2020-10-26
"Umbria",70,2020-10-26
"Valle d'Aosta",20,2020-10-26
"Veneto",825,2020-10-26
"Abruzzo",133,2020-10-27
"Basilicata",73,2020-10-27
"Calabria",152,2020-10-27
"Campania",427,2020-10-27
"Emilia-Romagna",516,2020-10-27
"Friuli Venezia Giulia",175,2020-10-27
"Lazio",747,2020-10-27
"Liguria",209,2020-10-27
"Lombardia",983,2020-10-27
"Marche",127,2020-10-27
"Molise",34,2020-10-27
"Piemonte",367,2020-10-27
"Puglia",366,2020-10-27
"Sardegna",175,2020-10-27
"Sicilia",538,2020-10-27
"Toscana",415,2020-10-27
"Trentino-Alto Adige",106,2020-10-27
"Umbria",70,2020-10-27
"Valle d'Aosta",20,2020-10-27
"Veneto",825,2020-10-27
"Abruzzo",133,2020-10-28
"Basilicata",73,2020-10-28
"Calabria",152,2020-10-28
"Campania",427,2020-10-28
"Emilia-Romagna",516,2020-10-28
"Friuli Venezia Giulia",175,2020-10-28
"Lazio",747,2020-10-28
"Liguria",209,2020-10-28
"Lombardia",983,2020-10-28
"Marche",127,2020-10-28
"Molise",34,2020-10-28
"Piemonte",367,2020-10-28
"Puglia",366,2020-10-28
"Sardegna",175,2020-10-28
"Sicilia",538,2020-10-28
"Toscana",415,2020-10-28
"Trentino-Alto Adige",106,2020-10-28
"Umbria",70,2020-10-28
"Valle d'Aosta",20,2020-10-28
"Veneto",825,2020-10-28
"Abruzzo",133,2020-10-29
"Basilicata",73,2020-10-29
"Calabria",152,2020-10-29
"Campania",427,2020-10-29
"Emilia-Romagna",516,2020-10-29
"Friuli Venezia Giulia",175,2020-10-29
"Lazio",747,2020-10-29
"Liguria",209,2020-10-29
"Lombardia",983,2020-10-29
"Marche",127,2020-10-29
"Molise",34,2020-10-29
"Piemonte",367,2020-10-29
"Puglia",366,2020-10-29
"Sardegna",175,2020-10-29
"Sicilia",538,2020-10-29
"Toscana",415,2020-10-29
"Trentino-Alto Adige",106,2020-10-29
"Umbria",70,2020-10-29
"Valle d'Aosta",20,2020-10-29
"Veneto",825,2020-10-29
"Abruzzo",148,2020-10-30
"Basilicata",73,2020-10-30
"Calabria",239,2020-10-30
"Campania",505,2020-10-30
"Emilia-Romagna",634,2020-10-30
"Friuli Venezia Giulia",180,2020-10-30
"Lazio",847,2020-10-30
"Liguria",209,2020-10-30
